codigoestacion,fecha,departamento,valorobservado,nombreestacion,latitud,longitud
15035020,2020-07-07,LA GUAJIRA,1.698611111111111,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-08,LA GUAJIRA,1.4583333333333333,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-09,LA GUAJIRA,2.658333333333333,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-10,LA GUAJIRA,2.5590277777777777,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-11,LA GUAJIRA,2.615972222222222,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-12,LA GUAJIRA,1.2784722222222222,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-13,LA GUAJIRA,2.728472222222222,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-14,LA GUAJIRA,2.161111111111111,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-15,LA GUAJIRA,2.9145833333333333,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-16,LA GUAJIRA,1.3513888888888888,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-17,LA GUAJIRA,1.4500000000000002,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-18,LA GUAJIRA,1.3506944444444444,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-19,LA GUAJIRA,1.7256944444444444,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-20,LA GUAJIRA,1.5347222222222223,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-21,LA GUAJIRA,1.3590277777777777,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-22,LA GUAJIRA,1.6666666666666667,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-23,LA GUAJIRA,1.8506944444444444,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-24,LA GUAJIRA,1.136111111111111,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-25,LA GUAJIRA,1.6909722222222223,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-26,LA GUAJIRA,1.6020833333333333,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-27,LA GUAJIRA,1.3673611111111112,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-28,LA GUAJIRA,1.3215277777777779,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-29,LA GUAJIRA,1.4319444444444445,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-30,LA GUAJIRA,1.2965277777777777,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-31,LA GUAJIRA,1.4048611111111111,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-01,LA GUAJIRA,1.3673611111111112,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-02,LA GUAJIRA,1.604861111111111,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-03,LA GUAJIRA,1.1784722222222221,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-04,LA GUAJIRA,1.1736111111111112,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-05,LA GUAJIRA,1.6791666666666667,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-06,LA GUAJIRA,1.4368055555555557,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-07,LA GUAJIRA,2.086111111111111,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-08,LA GUAJIRA,2.6534722222222222,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-09,LA GUAJIRA,2.707638888888889,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-10,LA GUAJIRA,3.4401639344262294,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-11,LA GUAJIRA,2.3333333333333335,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-12,LA GUAJIRA,2.622916666666667,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-13,LA GUAJIRA,2.6375,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-14,LA GUAJIRA,2.4166666666666665,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-15,LA GUAJIRA,1.4215277777777777,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-16,LA GUAJIRA,1.2868055555555555,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-17,LA GUAJIRA,1.2805555555555557,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-18,LA GUAJIRA,1.4194444444444445,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-19,LA GUAJIRA,1.3145833333333334,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-20,LA GUAJIRA,1.28125,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-21,LA GUAJIRA,1.4020833333333333,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-22,LA GUAJIRA,1.3868055555555554,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-23,LA GUAJIRA,1.3138888888888889,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-24,LA GUAJIRA,1.4631944444444445,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-25,LA GUAJIRA,1.40625,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-26,LA GUAJIRA,0.9958333333333333,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-27,LA GUAJIRA,2.689523809523809,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-08-29,LA GUAJIRA,3.134027777777778,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
